recipe_id,ingredients
28570,;onion; celery; butter or margarine; rice; apricot; parsley; salt; black pepper; thyme; nutmeg; cloves;
28571,;chicken; honey; onion; garlic; turmeric; lemon; rice blend; water; apricot; pecan halves;
28573,;chicken breasts; ground soup nuts; ginger; salt; white pepper; eggs or egg substitute; lemon juice; apricot preserves; white wine; margarine; apricot-peach Chinese duck sauce; ginger; cloves; honey; pineapple ring;
28574,;chicken; salt; black pepper; ginger; orange marmalade; orange juice; apple juice; dried apricots; brown sugar;
28575,;apricots; brown sugar; butter; Ritz crackers or town house crackers; cinnamon;
28576,;unsalted butter; apricot; sugar;
28577,;butter; apricots; almonds; honey; ginger; vanilla ice cream (optional);
28578,;chicken; salt; olive oil; onion; garlic; green pepper; tomato; chicken broth; bay leaf; yellow rice;
28579,;artichoke; olive oil; balsamic vinegar (or other flavor); sea salt (or kosher);
28580,;mayonnaise; parmesan cheese; mozzarella cheese; artichoke hearts; garlic powder; paprika;
28581,;spinach; artichoke hearts; mayonnaise; cream cheese; onion; garlic; parmesan cheese; black pepper; paprika;
28582,;artichoke hearts; mayonnaise; parmesan cheese; swiss cheese;
28583,;tomato passata; chicken stock; onion; arborio rice; artichokes; pesto sauce; parmesan cheese;
28584,;mayonnaise; parmesan cheese; onion; garlic (optional); artichoke hearts; pimiento; spinach; mozzarella cheese;
28585,;mayonnaise; parmesan cheese; Dijon mustard; artichoke hearts; red onion; sour cream; mozzarella cheese; white pepper; spinach; mozzarella cheese;
28586,;artichoke hearts; parmesan cheese; mayonnaise; Worcestershire sauce; garlic salt or garlic powder; Tabasco sauce;
28587,;artichoke heart; onion; garlic; mayonnaise; sour cream; parmesan cheese; mozzarella cheese; oregano; basil; salt; pepper; parsley (optional); French bread;
28588,;cottage cheese; flour; lemon juice; white pepper; garlic; artichoke hearts; parmesan cheese;
28589,;romano cheese; mayonnaise; sour cream; marjoram; black pepper; onion salt; garlic powder; artichoke hearts; paprika; French baguette;
28590,;artichoke hearts; garlic; parmesan cheese; lemon juice; mayonnaise; cream cheese; buttered bread crumbs;
28591,;artichoke hearts; parmesan cheese; mayonnaise; lemon juice; garlic powder; black pepper;
28592,;artichoke hearts; sour cream; parmesan cheese; garlic; garlic salt; hot sauce (optional);
28593,;mayonnaise; sour cream; parmesan cheese; fresh grated; cider vinegar; basil; chopped; garlic; minced; coarse salt; pepper; freshly ground; artichoke hearts; drained and chopped; red bell pepper; roasted; peeled; seeded; and chopped; diced green chilies; drained;
28594,;artichoke hearts; eggs; half-and-half; salt; pepper; nutmeg; Fontina cheese; parmesan cheese;
28595,;artichoke hearts; olive oil; lemon; butter; garlic; anchovy fillets; breadcrumbs; parsley; parmigiano-reggiano cheese; black pepper;
28596,;artichoke hearts; butter; flour; milk; salt; black pepper; cayenne pepper; parmesan cheese; gruyere cheese; onion; thyme; garlic; lemon zest; breadcrumb (optional);
28597,;sour cream; cream cheese; mayonnaise; parmesan cheese; artichoke hearts; garlic salt; dill weed;
28598,;artichoke hearts; pecans; parmesan cheese; breadcrumbs; oregano; basil; garlic; olive oil; cooking spray;
28599,;cream cheese; whole milk; garlic; nutmeg; parsley; sea salt; black pepper; mozzarella cheese; parmesan cheese; Fontina cheese; spinach; artichoke hearts; baguette;
28600,;artichoke hearts; parmesan cheese; sour cream; mayonnaise; cream cheese; garlic; jalapeno peppers;
28601,;mayonnaise; artichoke hearts; mozzarella cheese; garlic powder; paprika;
28602,;cooking oil; mushrooms; celery; garlic; artichoke hearts; green onion; marjoram; oregano; cayenne pepper; cheddar cheese; monterey jack cheese; eggs; flour; salt; milk;
28603,;vegetable oil; mushroom; celery; artichoke hearts; green onion; marjoram; oregano; red pepper; garlic; cheddar cheese; monterey jack cheese; eggs; flour; salt; milk;
28604,;crescent dinner rolls; artichoke hearts; spinach; parmesan cheese; mayonnaise; sour cream; garlic powder;
28605,;artichokes; onions; olive oil; cheddar cheese; eggs; saltine crackers; Worcestershire sauce; bacon; salt; white pepper; Tabasco sauce;
28606,;artichokes; butter; white wine; water; eggs; heavy cream; tomatoes; basil; salt; pepper;
28607,;artichokes; lemon; garlic; basil; olive oil; sea salt; fresh ground pepper; chicken stock or vegetable stock;
28608,;butter; onion; sugar; chickpeas; olive oil; sesame oil; garlic; rosemary; water; salt; pepper; asiago cheese; rosemary sprig (optional); baguette; carrot sticks; celery rib;
28609,;sesame oil; olive oil; red hot chili pepper; ginger; garlic; shitake mushrooms; scallions; eggs; cilantro or coriander;
28610,;salmon; soy sauce; teriyaki sauce; olive oil; sesame oil; honey; chili-garlic sauce; scallions; ginger;
28611,;chicken breast fillets; gingerroot; shallots; soy sauce; rice wine; sesame oil; green beans;
28612,;asparagus spears; green onion; green bell pepper; olive oil; garlic clove; garlic pepper seasoning; salt; pepper; Cavenders All Purpose Greek Seasoning (optional); lemon pepper; lemon juice; parmesan cheese;
28613,;asparagus; olive oil; sesame seeds; salt; pepper; lemon;
28614,;asparagus; potatoes; ham; parsley; cheese; butter; salt; nutmeg; pepper; egg yolk; flour; water or asparagus cooking liquid; salt and pepper; egg yolks; beaten (optional); cream (optional);
28615,;asparagus; bacon; butter; garlic powder; salt; pepper;
28616,;breadcrumbs; asparagus; olive oil; onion; red bell pepper; garlic; salt; water; pepper; eggs; egg whites; ricotta cheese; parsley; gruyere cheese;
28617,;asparagus spears; butter; salt; white goat cheese; white breadcrumbs;
28618,;olive oil; onion; arborio rice; spinach leaves; chicken broth; salt; nutmeg; parmesan cheese; asparagus;
28619,;asparagus; parmesan cheese; mayonnaise; garlic; pepper;
28620,;asparagus; salt; black pepper; olive oil; parmigiano-reggiano cheese;
28621,;asparagus spears; butter; spring onion; Dijon mustard; cream; lemon juice; parmesan cheese; salt; black pepper; ham;
28622,;olive oil; onion; arborio rice; spinach leaves; chicken stock; salt; nutmeg; parmesan cheese; asparagus;
28623,;asparagus; salt; pepper; butter; soy sauce; balsamic vinegar;
28624,;asparagus; cooking spray; salt; pepper; butter; soy sauce; balsamic vinegar;
28625,;asparagus; olive oil; salt; pepper; lemon; lemon juice;
28626,;asparagus; shiitake mushroom; prosciutto; olive oil; salt; black pepper; nutmeg; tarragon; couscous;
28627,;asparagus; salt; pepper; butter; walnut oil or olive oil; lemon juice; salt; black pepper; walnuts;
28628,;asparagus; salt; prosciutto; butter; parmesan cheese; pepper;
28629,;olive oil; garlic; eggplants; water; cheese; parsley; eggs; breadcrumbs;
28630,;aubergine; olive oil; lemon; couscous; vegetable stock; apricots; sun-dried tomatoes; spring onions; pine nuts; cinnamon; Greek yogurt; lemon juice; garlic; gingerroot; coriander;
28631,;aubergines; olive oil; butter; tomatoes; garlic; creme fraiche; tarragon leaves; parsley; chives; lemon thyme leaves; parmesan cheese;
28632,;short-grain rice (or risotto rice such as arborio); milk (or replace 250ml by cream); brown sugar; small ripe bananas; eggs (separate); butter; cinnamon; lemon zest; salt; vanilla bean; brown sugar (for coating);
28633,;sweet potato; carrot; zucchini; olive oil; butter; lemon juice; lemon zest; smoked paprika; sea salt; black pepper; parsley;
28634,;avocado; lemon juice; cheddar cheese; chives; parsley; pine nuts; sweetcorn; white wine; salt; pepper; cayenne;
28635,;flour; kosher salt; eggs; panko breadcrumbs; avocados; sour cream; mayonnaise; lime juice; chipotle hot sauce; cilantro;
28636,;avocado; breadcrumbs; garlic; parmesan cheese; basil; lemon juice; salt; black pepper; salsa;
28637,;avocados; cheese; bacon; tomatoes; black pepper;
28638,;onion; sesame oil; butternut squash; bread; red pepper; cashew nuts; coconut; cilantro; salt; pepper; avocados; sunflower oil; sesame oil; garlic; chili; allspice; curry powder; plum; soy sauce; orange; lemons; honey;
28639,;butter; flour; milk; white wine; French mustard; Worcestershire sauce; Tabasco sauce; lemon juice; dry sherry; shallot; red salmon; seasoning; avocados; parmesan cheese; paprika;
28640,;baby back rib rack; salt; sugar; paprika; garlic powder; black pepper; chili powder; beer; olive oil; garlic cloves; onion; Worcestershire sauce; black pepper; hot sauce;
28641,;brie cheese; puff pastry sheet; chutney; Baby Spinach; salad dressing; sesame crackers;
28642,;carrots; butter; onion; flour; chicken stock; lemon juice; mustard; breadcrumbs; parmesan cheese; horseradish; thyme; salt; pepper; butter;
28644,;eggplants; tomatoes; basil; oregano; sage; thyme; garlic; olive oil; salt; pepper; Italian breadcrumbs; parmesan cheese;
30770,;chicken broth; melted butter or margarine; honey; lemon zest; paprika; black peppercorns; parsley; white onions; cheddar cheese;
30771,;angel hair pasta; shrimp; honey; honey mustard; sesame oil; garlic; heavy cream; parmesan cheese; sugar; balsamic vinegar; hoisin sauce; black pepper; salt;
30772,;chicken broth; honey; soy sauce; garlic; ginger; chicken drumstick; spring onions or chives;
30773,;smoked ham; mustard; brown sugar; clove; pineapple ring; maraschino cherry; white wine; ginger ale; honey;
30774,;lime; honey; garlic; coriander; salt; black pepper; chicken drumsticks; lime wedge;
30775,;brie round; Honeycup mustard; scallions; green pepper; black pepper;
30776,;white wine; chicken breasts; vegetable oil; horseradish; mustard seeds; onion powder; garlic powder; thyme; parsley;
30777,;salmon fillets; salt; pepper; Chardonnay wine; horseradish; breadcrumbs; shallot; lemon juice; heavy cream; butter; parsley; chives;
30778,;chocolate;butter;eggs;sugar;
30779,;chocolate;butter;eggs;sugar;whipped cream;
30780,;hot cross buns;butter;apricot jam;evaporated milk;sugar;vanilla;cinnamon;nutmeg;eggs;
30781,;hot dogs; ketchup; corn flake crumbs;
30782,;hot dogs; hot dog buns; chili with beans; onion; cheddar cheese; mayonnaise; mustard; sweet relish;
30783,;mozzarella cheese; sharp cheddar cheese; mayonnaise; diced green chilies; red onion; jalapeno peppers; pepperoni slices; baguette; assorted crackers;
30784,;chicken drummettes; butter; franks buffalo wing sauce; fresh cracked pepper; granulated garlic; cayenne; cumin; cider vinegar; kosher salt;
30785,;chicken wings; garlic salt; pepper; louisiana hot sauce; margarine;
30786,;salt; black pepper; cayenne pepper; sugar; garlic powder; paprika; onion powder; dried chives; chicken wings; oil;
30787,;flour; cayenne pepper; garlic powder; salt; chicken wings; melted butter; hot pepper sauce;
30788,;chicken wings;hot sauce;honey;white wine;black pepper;onion powder;garlic paste;seasoning salt;hot sauce (Tabasco Chipotle or a bit of liquid smoke);
30789,;unbaked pie shell; cream cheese; eggs; powdered sugar; evaporated milk; vanilla; huckleberries; cold water; sugar; lemon juice; lemon zest or dried lemon rind; cornstarch; aluminum foil;
30790,;cornmeal; flour; baking powder; salt; sugar; cayenne pepper; onion; eggs; milk; canola oil;
30791,;nonstick cooking spray; yellow cornmeal; unbleached all-purpose flour; baking powder; granulated sugar; salt; dried celery flakes; garlic powder; ground cayenne pepper; egg white; skim milk; vegetable oil; finely chopped green onion;
30792,;cornmeal; flour; baking powder; salt; sugar; chili powder; onion; egg; milk; olive oil;
30793,;chicken breasts; butter or margarine; parmesan cheese; bread crumbs; sesame seeds; red currant jelly; orange juice concentrate or fresh orange juice; rind; sherry; mustard; ginger; Tabasco sauce;
30794,;potatoes; olive oil or canola oil; garlic; dried oregano; dried parsley; salt; pepper; crushed red pepper flakes or chili pepper;
30795,;molasses; sugar; butter; salt; baking soda; eggs; cornmeal; cinnamon; nutmeg; raisins (optional);
30796,;eggplants; coarse salt; olive oil; mozzarella cheese; parmesan cheese; Italian tomatoes; onion; garlic; olive oil; salt; pepper; red pepper flakes (optional); basil;
30797,;chicken; honey; soy sauce; white wine; garlic; salt; pepper;
30798,;potatoes; oil; salt; sour cream; parsley; cheese;
30799,;potatoes; garlic; butter; milk; salt; black pepper; mozzarella cheese; parmesan cheese; breadcrumbs;
30801,;chicken breasts; Italian style breadcrumbs;
30802,;chicken breasts; margarine; Italian salad dressing mix; Italian seasoned breadcrumbs;
30803,;fryer; butter; Italian breadcrumbs; parmesan cheese; parsley; garlic; basil; oregano; salt; pepper;
30804,;cherry tomatoes; pancetta; oregano leaves; garlic; olive oil; chicken breast fillets; black olives; cracked black pepper; basil leaves; grated parmesan cheese;
30805,;chicken breasts; panko breadcrumbs; egg; low-fat milk; parmesan cheese; italian seasoning; kosher salt; black pepper;
30806,;chicken breasts; seasoned bread crumbs; parsley flakes; salt; garlic powder; parmesan cheese; butter; garlic cloves; olive oil;
30807,;pancake mix; Italian salad dressing mix; dried oregano; dried basil; chicken (boneless; skinless); olive oil;
30808,;ground beef; spaghetti sauce; cottage cheese; parmesan cheese; egg; crescent rolls; mozzarella cheese;
30809,;ground flax seeds; water; eggplant; soymilk; salt; flour; Italian seasoned breadcrumbs; marinara sauce;
30810,;potatoes; olive oil; onion; green pepper; garlic; broccoli; eggs; parmesan cheese; water; basil; salt; pepper; monterey jack cheese;
30811,;chicken breasts; Italian herb seasoning; garlic powder; kosher salt; black pepper; bay leaf; butter; onion; baby red potatoes;
30812,;hoagie rolls; Italian dressing; salami; turkey; ham; provolone cheese; tomatoes; onions;
30813,;elbow macaroni; bacon; garlic; half-and-half; eggs; italian seasoning; cheddar cheese; Fontina cheese; parmesan cheese; breadcrumbs;
30814,;ground beef or ground turkey breast; Italian sausage; parmesan cheese; breadcrumbs; parsley; tomato sauce; mustard powder; dried Italian seasoning; sea salt; crushed red pepper flakes; garlic;
30815,;lean ground beef;parmesan cheese;Italian seasoned breadcrumbs;fresh parsley;unseasoned tomato sauce;mustard powder;dried Italian seasoning;low sodium salt;crushed red pepper flakes;garlic;
30816,;butter; olive oil; breadcrumbs; Italian breadcrumbs; ground cayenne pepper; dried tarragon; dried oregano; parsley; garlic; green onions; salt; pepper; oysters;
30817,;pasta; ground beef; spaghetti sauce; cottage cheese; egg; parmesan cheese; mozzarella cheese; garlic; salt; pepper;
30818,;potatoes; extra virgin olive oil; dried basil; dried oregano; garlic salt; fresh parmesan cheese;
30819,;olive oil; baby portabella mushrooms; scallions; garlic; dried oregano; tomato sauce; potatoes; mozzarella cheese; parmesan cheese; fresh parsley;
30820,;Italian sausages; kipfler potatoes; paprika; rosemary; garlic; sea salt; black pepper; ciabatta; olive oil; parsley;
30821,;Italian sausage; onions; celery; garlic; thyme; salt; pepper; tomato soup; chicken broth; Worcestershire sauce; rigatoni pasta; cheddar cheese; green pepper;
30823,;breadcrumb; parmesan cheese; parsley; shrimp; garlic; seasoning salt; pepper; olive oil;
30826,;tofu; egg; breadcrumbs; salt; pepper;
30827,;hoagie rolls; Italian dressing; sliced deli roast beef; sliced deli turkey; sliced deli ham; monterey jack pepper cheese or provolone cheese; tomatoes; onions;
30828,;white fish fillets; oil; onion; tomato sauce; celery; garlic; mixed Italian herbs; salt; pepper;
30829,;baking potatoes; baked beans; grated cheddar cheese; salt; pepper;
30830,;pasta shells; velveeta jalapeno cheese; butter; flour; salt; pepper; milk; garlic and herb breadcrumbs;
30831,;jalapenos (canned or fresh; drained and diced); cream cheese; sour cream; cheddar cheese; parmesan cheese; breadcrumbs; butter or margarine; parsley;
30832,;sweet peppers or jalapeno peppers; bacon; cream cheese; cheddar cheese; cajun seasoning; butter; panko breadcrumbs or corn flake crumbs;
30833,;egg roll wraps; egg; cream cheese; cheddar cheese; jalapenos; green onions; bacon; garlic powder; kosher salt; black pepper;
30834,;jalapenos; cream cheese; ranch dressing; cheddar cheese; bacon;
30835,;jalapeno peppers; cream cheese; mozzarella cheese or monterey jack cheese; cayenne pepper; eggs; milk; Emeril's Original Essence; breadcrumbs; flour; sour cream;
30836,;olive oil flavored cooking spray; light cream cheese; low-fat cheddar cheese; shredded; fat-free mayonnaise; jalapeno peppers; fat-free egg substitute; panko breadcrumbs;
30837,;jalapeno peppers; olive oil; mushroom; zucchini; garlic; corn kernel; scallions; manchego cheese;
30838,;jalapenos; cream cheese; bacon; cayenne pepper; monterey jack cheese; olive oil;
30839,;jalapeno peppers; Worcestershire sauce; cream cheese; sharp cheddar cheese; bacon;
30840,;tilapia fillets; canola oil; jalapeno pepper; garlic salt; dill;
30841,;flour; salt; caster sugar; yeast; egg; milk; jam; caster sugar; cinnamon;
30842,;self-rising flour; shredded suet; water; jam;
30843,;lukewarm water; sugar; dry yeast; flour; salt; sugar; melted butter; egg; lukewarm milk; melted butter; jam or custard; powdered sugar;
30844,;bacon;celery;green bell pepper;green onions;ham;kielbasa;crushed tomatoes;beef broth;water;thyme;cajun seasoning;rice;
30845,;idaho potatoes; vegetable oil; caribbean jerk seasoning; curry powder; cumin; garlic powder; allspice;
30846,;tofu;onion;green chilies;soy sauce;red wine vinegar;brown sugar;ginger;garlic;thyme;cloves;cinnamon;pepper;
30847,;chicken parts; marinade (optional); onion (optional); ginger (optional); scotch bonnets (optional) or bell peppers (optional); thyme; all purpose adobo seasoning (optional); chicken seasoning (optional); cayenne; garlic powder (optional) or raw garlic; onion powder (optional) or raw onion; salt; water (optional); butter; honey;
30848,;sweetened condensed milk; greek natural yoghurt; ground cardamom; chopped pistachios; raisins; paper baking cups; ripe figs; sugar; whole cloves; cinnamon sticks or cassia; rind; star anise; lemon; rind of; fresh lemon juice; pistachios;
30849,;ground beef; onion; salt; pepper; parsley; vegetable oil; zucchini; potatoes; carrots; salt; pepper; cinnamon; tomato paste; water;
30850,;kalamata olive; kasseri cheese; oregano; garlic; crushed red pepper flakes; French bread; apple slices; cracker;
30851,;nellie & joe's key west lime juice; honey; water; salt; pepper; thyme; vegetable oil; fresh ginger; chicken pieces;
30852,;bulgur wheat; ground lamb; onions; salt; syrian pepper; black pepper; allspice; clarified butter; pine nuts; chopped onion;
30853,;pork and beans; teriyaki sauce; brown sugar; onion; mustard; beef kielbasa;
30854,;kingfish or cod steaks; salt; chili powder; turmeric powder; vegetable oil; fennel seed; mustard seeds; onions; garlic; gingerroot; cumin powder; tomatoes; garam masala; green chilies;
30855,;cauliflower (grated); cabbage (grated); spelt flour; salt; hing; garam masala; cumin; coriander powder; turmeric; cayenne; olive oil; pasta sauce;
30856,;kumara; olive oil; salt; pepper;
30857,;kumara (sweet potato); olive oil or vegetable oil; sweet smoked paprika; salt; fresh ground black pepper;
30858,;lamb; butter; rice; salt; pepper; flour; yogurt; eggs;
30859,;lamb chops; chump; rosemary; garlic; onion; water; white wine; oregano; thyme; chili powder; lentils; crushed tomatoes;
30860,;pumpkin; olive oil; lamb chops; orange marmalade; orange juice; ginger;
30861,;lamb ribs; onions; celery; carrots; bay leaves; salt; pepper; sweet baby ray's barbecue sauce;
30862,;potatoes; tomatoes; aubergine; onions; garlic; rosemary; lamb chops; olive oil; salt; pepper;
30863,;lasagna noodle; ground beef; spaghetti sauce; ricotta cheese; mozzarella cheese; parmesan cheese; eggs;
30864,;ground beef; garlic; parsley; basil; salt; tomatoes; tomato paste; lasagna noodles; cottage cheese; eggs; salt; pepper; parsley; parmesan cheese; mozzarella cheese;
30866,;Italian sausage; ground beef; garlic powder; onion powder; lambrusko wine; spaghetti sauce; tomato paste; curly lasagna noodles; eggs; cottage cheese; parmesan cheese; parsley flakes; pepper; mozzarella cheese;
30867,;ground beef; ground veal; onions; garlic; parsley; oregano; salt; pepper; parmesan cheese; egg; olive oil; onion; garlic; tomatoes; tomato paste; oregano; basil; sugar; salt; garlic powder; pepper; lasagna noodle; mozzarella cheese; ricotta cheese; parmesan cheese;
30868,;olive oil; ground beef; onion; garlic; tomatoes; tomato paste; parmesan cheese; parsley; salt; pepper; basil; lasagna noodles; ricotta cheese or cottage cheese; mozzarella cheese; parmesan cheese;
30869,;potatoes; onion; eggs; salt; pepper; matzo meal or flour; baking powder; nonstick cooking spray;
30870,;potatoes; onion; eggs; matzo meal; salt; pepper; peanut oil;
30871,;eggplant; salt; pine nuts; onion; olive oil; flour; egg; tomatoes; canola oil;
30872,;cream cheese; parmesan cheese; asiago cheese; pesto sauce; roasted garlic; mozzarella cheese; roasted red pepper; parma ham or prosciutto; white beans; black olives or green olives; marinated artichoke hearts; red onion; parsley;
30873,;ground beef; refried beans; chili powder; cumin; taco sauce; chopped tomato; chopped onion; black olives; taco blend cheese; sour cream; green onion (optional); jalapeno (optional);
30874,;cream cheese; salsa; four cheese mexican cheese; roasted tomatillo salsa; chili with beans; tortilla chips; green onion;
32992,;unsalted butter; tarragon or basil; mixed mushrooms; celery; scallion; kosher salt; black pepper; tilapia fillets;
32993,;salt; paprika; onion powder; dry mustard; garlic powder; pepper; cumin; basil; italian seasoning; tilapia fillets; breadcrumbs; green onions; parsley flakes; olive oil;
32994,;tilapia fillets; red bell peppers; garlic; monterey jack cheese; salt; pepper; olive oil; lemon juice; Reynolds Wrap Foil;
32995,;tilapia fillets; crumbed Ritz cracker; olive oil; butter; garlic powder; parmesan cheese; fresh parsley; milk; lemon juice; chopped onion;
32996,;tilapia fillets; sour cream; parmesan cheese; paprika; salt; black pepper; garlic; Italian seasoned breadcrumbs; butter-flavored cooking spray;
32997,;tilapia fillets; olive oil; thyme; tomatoes; green olives; red pepper flakes; capers; garlic; red onion; lime juice;
32998,;tilapia fillets; olive oil; portabella mushroom; yellow bell pepper; green onions; sea salt; paprika; tarragon;
32999,;tilapia fillet; olive oil; portabella mushroom; yellow bell pepper; green onions; salt; paprika; tarragon; sherry;
33000,;tilapia fillet; white wine; garlic; mixed herbs; onions; salt; black pepper; butter; cornstarch; creme fraiche;
33001,;corn tortillas; cooking spray;
33002,;meat ravioli; croutons; Italian salad dressing;
33003,;whole wheat flour; vegan margarine; water; apricot preserves;
33004,;tofu; cornmeal; cornstarch; poultry seasoning; yogurt; pepper;
33005,;soy sauce; honey; balsamic vinegar; ginger; garlic; tofu;
33006,;tofu; ginger; garlic; lemon juice; sesame oil; tamari; water;
33007,;tofu; oyster sauce; garlic; mustard; soy sauce;
33008,;olive oil; ginger; garlic; baby bok choy; carrot; tofu; tamari; gluten-free oyster sauce or extra tamari; crushed red pepper flakes (optional);
33009,;tofu;potatoes;olive oil;Braggs liquid aminos or soy sauce;red wine vinegar;oregano;thyme;garlic powder;onion powder;chili powder;
33010,;spinach; tofu; onion; nutritional yeast; soy sauce;
33011,;olive oil; tofu; pasta sauce;
33012,;tofu; wheat germ; cornmeal; seasoning salt;
33013,;maple syrup; soy sauce; chili powder; onion powder; garlic powder; liquid smoke (optional); salt; pepper; water; tofu; onions; olive oil; balsamic vinegar; sugar; ciabatta; spinach leaves; hummus;
33014,;tofu; bread; mayonnaise; spicy mustard; red bell pepper; tomatoes; mixed baby greens;
33015,;tofu; olive oil; onions; bell peppers; mushrooms; garlic; parsley; marjoram or basil; thyme; white wine; olives; salt; pepper; sherry wine vinegar or red wine vinegar; olive oil; tomato paste; Dijon mustard; garlic; pepper; soy sauce or tamari;
33016,;asian cucumbers or pickling cucumber; baked asian style tofu or pressed tofu; red chili; garlic; sugar; soy sauce; sesame oil; rice vinegar;
33017,;tofu; soy sauce; scallions; vegetable oil; sherry wine vinegar; parsley; ginger; crushed red pepper flakes (optional); sesame oil; salt; black pepper; mango chutney (optional); apricot preserves (optional);
33018,;tofu; butter; onions; mushrooms; flour; milk; yogurt; salt; pepper; thyme; oil; nonstick cooking spray;
33019,;soy sauce;sesame oil;ginger;tofu;chilies or garlic sauce;peanut butter;sherry;
33020,;tomatoes; oregano; black pepper; garlic powder; parmesan cheese;
33021,;stale bread; whole tomatoes; salt; pepper; sugar; cornstarch; onion; cheddar cheese;
33022,;onion; butter; mustard; Worcestershire sauce; tomatoes; breadcrumbs; parsley;
33023,;tomatoes; garlic powder; sea salt; pepper; bread crumbs; olive oil;
33025,;bacon;onion;spinach;sour cream;hot sauce;tomatoes;swiss cheese;salt;
33026,;butter; onions; garlic; mushroom; beef broth; water; tomatoes; thyme; salt; pepper;
33027,;tomatoes; eggs; heavy cream; manchego cheese; salt; pepper;
33028,;pork chops; egg; breadcrumbs; oil; onion; crushed tomatoes; stock; flour; water; salt; pepper;
33029,;spaghetti sauce; chicken broth; zucchini; arborio rice; mushrooms; mozzarella cheese;
33030,;olive oil; cherry tomatoes; breadcrumbs; parmigiano-reggiano cheese; pecorino cheese; garlic; salt; black pepper; pasta;
33031,;olive oil; fresh tomatoes; parmesan cheese; romano cheese; dry breadcrumbs; garlic; oregano; salt; pepper; pasta; parsley;
33032,;tomatoes; basil; garlic; breadcrumbs; butter; salt; pepper;
33033,;tomatoes; zucchini; garlic; parmesan cheese; olive oil; salt; pepper;
33034,;fish fillets; tomato sauce or chopped tomatoes; mozzarella cheese; green pepper; sliced onion; garlic; salt; black pepper or chili pepper; oregano; thyme;
33035,;tomatoes; red onion; olive oil; garlic; salt; pepper;
33036,;cherry tomatoes; garlic salt; cajun seasoning; pepper; dried basil; dried Mexican oregano;
33037,;cornstarch; diced tomatoes; sugar; real butter; salt; breadcrumbs;
33038,;tomatoes; garlic; cheddar cheese; onion; basil; corn flake crumbs;
33039,;tomatoes; basil; onion; cheddar cheese; mozzarella cheese; eggs; salt; pepper;
33040,;tomatoes; olive oil; salt; pepper; breadcrumbs; garlic; parsley; parmesan cheese (optional);
33041,;tomatoes; salt; pepper; onions; basil; dill; celery seed; breadcrumbs; butter;
33043,;plum tomatoes; fine breadcrumbs; parmesan cheese; dried thyme;
33045,;tomatoes; butter; breadcrumbs; parmesan cheese; Worcestershire sauce; salt; pepper; thyme; hot sauce;
33046,;tomatoes; mozzarella cheese; basil; olive oil; garlic; salt (optional);
33047,;tomatoes; romano cheese; breadcrumbs; garlic; parsley; salt; pepper; oregano; olive oil;
33048,;spinach; onion; green onions; garlic; olive oil; eggs; bread crumbs; Tabasco sauce; Worcestershire sauce; thyme; salt; pepper; parmesan cheese; tomatoes;
33049,;tomatoes; breadcrumbs; oregano; black pepper; salt; olive oil;
33050,;tomatoes; mashed potatoes; chives; thyme; pepper; cheddar cheese; breadcrumbs; paprika; salt;
33051,;onion; milk; flour; chicken bouillon; swiss cheese; cooked chicken; spinach; tomatoes;
33052,;chicken stock or vegetable stock; couscous; mint; parsley; pistachios; feta; olive oil; salt; pepper; tomatoes;
33053,;tomatoes; leeks; butter; salt; black pepper; Tabasco sauce; swiss cheese; breadcrumbs; parsley;
33054,;orzo pasta; tomatoes; sugar; salt; black pepper; oregano; mozzarella cheese; butter; onion; chicken broth; parmesan cheese;
33055,;capers; salmon; olive oil; parsley; garlic; breadcrumbs; salt; black pepper; tomatoes;
33056,;tomatoes; spinach; broccoli; ground beef; onion; garlic; tomato sauce; cottage cheese; salt; white pepper; breadcrumbs;
33057,;tomatoes; broccoli; cracker crumb; Accent seasoning; salt; pepper; onions; bacon; butter;
33058,;beefsteak tomatoes; salt; breadcrumbs; parmesan cheese; olive oil; balsamic vinegar; brown sugar; water;
33059,;tomatoes; bacon; eggs; Dijon mustard; scallions; basil; butter; monterey jack cheese;
33060,;tomatoes; butter; oil; salt; pepper; chives; basil; parsley;
33061,;tomatoes; salt; butter; shallot; red bell pepper; garlic; orzo pasta; black pepper; chicken broth; mozzarella cheese; pine nuts; pesto sauce;
33062,;nuts; tomatoes; crabmeat; monterey jack cheese; black olives; mushroom; parsley; garlic; oregano; basil;
33063,;tomatoes; butter; onions; garlic; allspice; cloves; thyme; crushed red pepper flakes; brown sugar; bread;
33064,;tomatoes; breadcrumbs; garlic; parsley; olive oil; salt; fresh ground pepper; parsley (to garnish);
33065,;spelt or farro; olives; asiago cheese; basil; balsamic vinegar; salt; black pepper; breadcrumbs; tomatoes;
33066,;tomatoes; orzo pasta; olive; garlic; basil or parsley; pine nuts; olive oil; parmesan cheese;
33067,;green chilies; corn; onion; oregano; olive oil; lime juice; salt; cumin; black pepper; tomatoes; quinoa; water; colby-monterey jack cheese;
33068,;extra-virgin olive oil; all-purpose flour; low-fat milk; Fontina cheese; nutmeg; salt; black pepper; cheese tortellini; breadcrumb; parmesan cheese;
33069,;butter; mushrooms; tortellini; pasta sauce; cream; parmesan cheese; basil;
33070,;olive oil; ground beef; onion; garlic; crushed tomatoes; tomato sauce; kosher salt; black pepper; tortellini; mozzarella cheese;
33071,;tortellini;vodka pasta sauce;shredded mozzarella cheese;
